CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversion
12455,66,Male,115373,Social Media,Awareness,8031.89,0.2609,0.1916,29,7.3482,9.4849,8,5,3,4,1062,1
12456,64,Female,141663,Email,Conversion,1913.66,0.2639,0.035,28,6.9931,11.0399,25,7,9,3,216,1
12457,69,Female,20975,SEO,Conversion,6294.89,0.274,0.0732,0,2.2424,2.0699,46,6,6,9,3352,1
12458,55,Female,83479,SEO,Retention,9705.41,0.1956,0.0842,27,9.9769,4.1429,15,19,5,1,4816,1
12459,41,Male,36265,Social Media,Consideration,5276.62,0.0685,0.0664,21,6.9164,3.5277,36,10,1,6,3188,1
12460,64,Male,83518,Email,Conversion,1955.22,0.0364,0.1875,31,9.0764,3.4158,69,9,9,9,4771,1
12461,48,Female,24318,Email,Consideration,3274.84,0.2753,0.1471,10,5.5343,13.5788,10,5,1,1,828,0
12462,58,Male,140611,Referral,Retention,8252.23,0.0261,0.1916,25,3.5737,2.3274,1,17,2,6,488,1
12463,63,Female,55081,Email,Consideration,3581.44,0.0958,0.1762,30,4.9351,13.1314,93,5,9,8,2155,1
12464,67,Female,78649,SEO,Awareness,7262.76,0.1512,0.1534,19,4.5924,6.2116,82,9,0,7,4546,1
12465,43,Male,135475,Referral,Awareness,7795.77,0.0164,0.1424,19,1.1436,9.7916,22,8,8,8,3816,1
12466,66,Female,137116,Email,Conversion,5061.71,0.273,0.1746,32,7.0744,6.8938,46,7,6,7,428,1
12467,67,Female,127051,Social Media,Retention,7853.81,0.0933,0.14,4,7.6388,9.1818,61,11,6,1,1909,1
12468,22,Male,63069,SEO,Conversion,3237.34,0.0183,0.0459,40,1.3682,8.499,75,9,8,8,1078,1
12469,37,Male,133352,PPC,Conversion,5209.98,0.2981,0.1331,2,3.2135,6.7778,38,11,6,6,4638,1
12470,69,Female,98670,Social Media,Conversion,6896.93,0.1003,0.1079,43,6.9799,4.4879,5,17,0,3,4503,1
12471,58,Male,124968,Social Media,Retention,1763.92,0.2643,0.1966,49,3.8971,13.9976,35,18,3,9,1007,1
12472,28,Female,131686,Email,Awareness,2808.86,0.1415,0.1069,33,9.4046,13.7815,61,13,8,6,334,1
12473,50,Male,96377,Referral,Awareness,6555.16,0.2023,0.0173,30,2.0134,1.5312,59,12,5,8,2638,1
12474,67,Female,111671,Referral,Conversion,6588.07,0.0799,0.0602,41,9.3528,3.7411,78,6,7,0,3105,1
12475,55,Male,32427,SEO,Consideration,4983.7,0.1558,0.1843,6,9.2256,8.824,35,7,2,3,3357,1
12476,44,Female,60251,Email,Awareness,7976.3,0.0847,0.1928,29,9.6019,14.7165,76,14,5,8,2209,1
12477,51,Female,119667,Referral,Awareness,4872.34,0.2858,0.1484,17,1.695,11.0479,71,8,3,9,2483,1
12478,32,Male,122263,PPC,Retention,8825.09,0.0277,0.0208,15,3.4516,12.3659,88,2,7,3,96,1
12479,49,Male,45165,Email,Awareness,7385.44,0.0897,0.0145,12,3.2619,5.0562,87,4,2,6,4688,1
12480,38,Female,87285,Email,Awareness,3215.48,0.269,0.1011,32,8.9676,3.6742,30,3,4,1,2209,1
12481,63,Female,141359,Referral,Conversion,4013.01,0.1492,0.1999,6,8.2646,3.7765,39,19,1,2,3303,1
12482,22,Male,118844,Social Media,Conversion,6710.1,0.184,0.1752,29,2.4301,7.5076,59,19,6,7,1910,1
12483,23,Female,84927,Email,Retention,8955.08,0.199,0.1873,10,2.2733,12.948,12,5,8,0,2258,1
12484,55,Male,93170,Social Media,Retention,1869.22,0.0306,0.1285,5,5.2672,3.6374,92,7,4,2,3002,1
12485,39,Male,96150,SEO,Consideration,5195.17,0.0151,0.1732,20,2.5601,8.7696,95,2,8,7,4565,1
12486,35,Female,44866,SEO,Awareness,1275.97,0.282,0.0707,31,5.2831,12.2275,36,3,1,5,3744,1
12487,31,Female,30282,Referral,Conversion,2866.61,0.0887,0.0152,4,8.6023,7.7552,60,16,7,9,2050,1
12488,27,Male,40319,SEO,Conversion,6891.22,0.1203,0.1845,41,5.4992,6.5451,17,16,2,8,497,1
12489,63,Female,56726,Referral,Awareness,869.57,0.2078,0.0515,28,7.52,5.5247,89,4,9,4,1326,1
12490,30,Male,35412,Referral,Retention,6657.35,0.0785,0.1484,34,3.2506,9.2065,17,16,4,8,2265,1
12491,48,Female,122163,Social Media,Conversion,9018.03,0.2226,0.1352,46,3.3921,12.3565,33,11,2,8,2977,1
12492,47,Female,93586,Social Media,Retention,9696.77,0.1429,0.0401,11,6.344,14.9439,53,2,4,9,3618,1
12493,20,Female,144135,SEO,Conversion,2244.66,0.2584,0.0472,36,8.6719,13.1057,30,1,4,7,173,1
12494,47,Female,140019,Social Media,Conversion,7514.09,0.0908,0.0725,45,5.78,7.0649,78,10,0,9,4228,1
12495,23,Male,44583,Email,Consideration,9271.07,0.0691,0.1538,43,2.7845,1.649,36,5,7,0,437,0
12496,46,Female,103577,PPC,Conversion,1004.56,0.2512,0.0175,21,2.9605,2.2478,83,16,6,7,1041,1
12497,25,Female,81922,Email,Awareness,4198.83,0.1046,0.0873,10,6.5531,0.9252,91,18,7,7,2224,1
12498,61,Male,26185,Email,Awareness,9202.16,0.1294,0.1364,22,1.9305,5.7586,67,12,2,9,3863,1
12499,62,Female,106348,Referral,Awareness,2107.6,0.2402,0.0426,44,1.5893,7.4825,71,4,6,9,3793,1
12500,60,Male,111368,PPC,Retention,9344.23,0.1943,0.0327,9,1.9251,12.3988,57,4,6,2,2705,1
12501,61,Female,76389,Referral,Conversion,5319.2,0.1381,0.0841,41,4.5311,1.7431,81,18,1,8,4346,1
12502,50,Male,146830,Social Media,Retention,1088.94,0.0825,0.0644,23,4.1893,3.8077,95,14,2,7,2726,1
12503,34,Male,37423,Social Media,Consideration,4553.79,0.2316,0.1333,45,1.0193,7.9045,52,3,5,9,1481,1
12504,65,Male,71268,PPC,Conversion,3329.99,0.0623,0.1942,15,2.455,12.8218,86,5,3,6,136,1
12505,28,Female,132692,SEO,Awareness,2893.82,0.2792,0.0108,11,4.1276,1.7708,61,2,3,1,4724,0
12506,30,Female,61644,Social Media,Consideration,5460.61,0.0536,0.1815,49,4.8696,4.0298,78,10,0,0,1424,1
12507,67,Male,56786,Email,Consideration,4887.57,0.2434,0.0923,31,4.6207,8.3866,6,18,7,4,2274,1
12508,28,Male,115201,PPC,Conversion,4871.47,0.133,0.1362,23,3.8766,5.2033,30,3,1,0,2210,1
12509,48,Male,95525,PPC,Awareness,972.6,0.0639,0.1717,3,8.3073,14.8898,95,6,5,3,969,1
12510,45,Female,142234,Social Media,Retention,8042.95,0.1267,0.119,41,4.7442,7.0559,39,2,9,3,1011,1
12511,61,Female,103744,Social Media,Conversion,4866.25,0.0743,0.0285,32,6.8003,13.7147,77,4,9,1,703,0
12512,23,Male,138222,Referral,Awareness,8226.97,0.0494,0.0367,17,8.4924,14.1429,82,15,0,3,4552,1
12513,58,Male,108590,Referral,Consideration,8263.49,0.0794,0.16,46,8.6835,4.2618,49,18,0,0,3354,1
12514,33,Female,50477,Email,Conversion,3239.64,0.2615,0.0535,16,8.7131,5.2343,79,17,9,1,681,1
12515,21,Male,115910,PPC,Consideration,143.03,0.0407,0.1181,20,5.4518,5.2,8,2,1,7,2943,1
12516,52,Male,142942,SEO,Awareness,9121.33,0.292,0.0913,0,6.9519,6.8265,64,4,5,3,607,1
12517,65,Male,126756,SEO,Retention,7630.88,0.0114,0.0677,45,3.832,1.4157,24,6,3,3,615,1
12518,43,Female,23571,PPC,Retention,1161.79,0.2009,0.1595,43,8.7566,12.2066,7,6,7,7,4176,1
12519,29,Female,39576,Email,Consideration,7047.1,0.2584,0.1489,24,2.9198,2.3974,38,2,6,8,3904,1
12520,28,Female,139641,Referral,Consideration,298.23,0.2808,0.1328,30,8.0893,13.4581,31,8,3,7,1933,1
12521,54,Male,82703,Referral,Consideration,374.81,0.0518,0.0808,42,5.2281,8.8604,7,7,3,0,3271,1
12522,42,Female,29680,Referral,Conversion,5305.65,0.2125,0.053,19,3.6891,7.4816,12,17,4,7,2444,1
12523,35,Male,45706,SEO,Awareness,1050.77,0.0411,0.108,25,4.4169,10.0814,66,9,6,8,4228,1
12524,36,Female,99854,SEO,Consideration,9646.93,0.1123,0.1652,18,6.2944,14.03,65,19,9,3,3867,1
12525,40,Female,106195,Email,Consideration,8948.93,0.2223,0.1194,29,9.3699,4.8017,27,7,8,7,105,1
12526,55,Female,84527,SEO,Consideration,6533.14,0.1103,0.1943,24,1.8779,4.4177,3,7,4,9,3435,1
12527,35,Male,135042,Social Media,Retention,730.72,0.1009,0.0129,35,9.2753,5.8632,22,16,2,4,1951,1
12528,43,Male,90565,SEO,Consideration,3315.87,0.0437,0.1997,48,8.3414,7.5587,33,16,8,0,1933,1
12529,23,Female,68436,Referral,Awareness,3780.06,0.0293,0.1414,17,6.2859,1.5977,54,3,0,6,4158,0
12530,21,Female,22774,Email,Retention,4860.71,0.0434,0.1682,3,2.1731,10.3598,70,5,1,1,2818,0
12531,61,Male,36972,PPC,Awareness,1772.14,0.2639,0.0736,26,8.3121,8.053,93,18,3,4,1272,1
12532,68,Female,34048,PPC,Retention,5817.37,0.0132,0.1066,32,7.2157,8.3288,57,0,5,0,3014,1
12533,46,Female,118908,Email,Retention,4414.13,0.2109,0.1614,5,5.4759,4.1199,72,3,2,4,3501,0
12534,51,Female,128724,Social Media,Conversion,9478.24,0.2329,0.1545,6,8.9728,12.6887,18,10,9,5,721,1
12535,34,Female,126669,PPC,Retention,9368.33,0.1747,0.0735,0,6.9801,6.2719,8,5,2,8,3668,1
12536,60,Male,100225,Referral,Retention,5698.19,0.2219,0.0716,37,3.5977,9.9578,22,11,8,9,1502,1
12537,60,Male,102273,PPC,Awareness,6479.06,0.1992,0.1359,34,1.3926,3.9809,74,4,2,2,2731,1
12538,33,Male,146170,PPC,Awareness,1464.19,0.1421,0.1874,22,7.834,12.3362,12,13,4,2,1549,1
12539,19,Female,101550,Referral,Consideration,2310.9,0.121,0.0934,15,3.2992,4.8459,92,16,2,0,3061,1
12540,51,Male,107354,SEO,Conversion,9017.08,0.283,0.0771,33,3.5247,13.8645,30,3,0,5,2521,1
12541,25,Female,118737,Social Media,Retention,7021.74,0.2919,0.18,33,5.0474,7.0945,71,14,4,3,1176,1
12542,30,Male,96680,Referral,Conversion,1975.36,0.1989,0.1398,30,7.7497,2.6047,18,5,4,1,565,1
12543,59,Male,116537,Referral,Consideration,5745.08,0.0672,0.0838,42,9.3189,9.3623,4,12,2,3,2689,1
12544,25,Female,77602,Email,Conversion,9354.14,0.1399,0.0209,30,2.9464,8.5712,90,11,8,8,4128,1
12545,47,Male,86403,Social Media,Retention,3517.19,0.154,0.1471,10,8.9381,6.6108,38,9,9,2,1835,1
12546,49,Male,47182,SEO,Awareness,1939.62,0.2298,0.077,7,6.4394,12.3858,13,5,3,7,1764,1
12547,53,Female,99876,Referral,Conversion,9426.05,0.2037,0.0234,23,8.7002,6.6087,21,8,2,4,442,1
12548,64,Male,97373,SEO,Retention,4666.53,0.1593,0.1263,22,8.6339,2.4752,21,15,4,4,1151,1
12549,47,Male,67059,Referral,Consideration,4230.7,0.2073,0.0714,31,4.5315,0.9145,4,7,6,6,340,1
12550,18,Male,28787,Referral,Retention,2748.92,0.017,0.0743,14,7.1032,13.4364,61,6,1,4,951,1
12551,60,Female,140452,Email,Conversion,8926.69,0.2352,0.101,27,9.5195,7.2672,51,13,4,6,261,1
12552,56,Female,20393,PPC,Retention,8471.61,0.0714,0.1463,19,7.0515,8.6629,79,3,2,1,2613,1
12553,34,Female,81775,Social Media,Retention,4089.6,0.2004,0.0625,13,5.1234,2.1637,38,2,8,0,1377,1
12554,37,Male,79454,Email,Conversion,403.07,0.0431,0.0254,25,4.3477,7.5965,25,2,7,9,626,1
12555,41,Male,32056,SEO,Conversion,4521.85,0.0432,0.0906,49,2.2898,8.2338,79,18,8,6,3246,1
12556,67,Female,81483,Referral,Consideration,1890.49,0.0203,0.0204,36,9.9892,7.2462,55,9,5,4,4345,1
12557,39,Female,128696,Referral,Retention,1513.07,0.274,0.1425,1,6.9204,14.3347,11,13,3,6,891,1
12558,46,Male,64957,Social Media,Awareness,3991.63,0.1853,0.1923,33,3.489,8.7851,79,5,8,0,3631,1
12559,39,Male,48429,Email,Conversion,1080.86,0.115,0.1352,33,1.67,14.6286,48,11,3,6,3970,1
12560,61,Female,65909,Email,Retention,9578.9,0.2385,0.0623,33,7.7853,2.7233,11,11,3,0,3406,1
12561,26,Female,72906,SEO,Awareness,570.64,0.1916,0.0445,8,8.6956,13.7557,95,3,1,2,798,0
12562,54,Male,117435,Email,Awareness,4073.56,0.1898,0.0542,43,4.8502,8.5174,4,9,0,2,1942,1
12563,27,Male,117757,Email,Retention,1710.76,0.1512,0.0521,49,9.6047,4.794,99,11,9,2,207,1
12564,53,Male,106290,PPC,Retention,6919.23,0.0123,0.0696,2,3.9563,11.3133,91,16,3,4,3545,1
12565,54,Male,64389,Social Media,Retention,880.23,0.085,0.0285,29,7.8046,8.5658,50,6,5,1,3562,1
12566,45,Female,40905,Email,Awareness,5513.38,0.0416,0.1802,18,3.3668,8.8473,3,9,3,0,3248,1
12567,45,Female,109619,SEO,Retention,7753.7,0.2021,0.1782,30,4.0234,2.9931,92,0,3,5,348,1
12568,59,Female,73730,Referral,Conversion,9505.59,0.0821,0.1269,15,6.4485,10.3591,82,18,1,9,3439,1
12569,60,Male,77557,Email,Awareness,7015.42,0.1405,0.0218,42,1.33,4.765,24,19,2,9,1096,1
12570,38,Male,136814,Email,Conversion,1084.97,0.1125,0.1628,23,2.8974,5.6586,98,4,2,3,3071,1
12571,41,Male,126634,Referral,Conversion,976.35,0.0515,0.0217,14,2.5871,13.6454,23,5,6,0,3615,0
12572,59,Male,115157,PPC,Retention,7342.82,0.2879,0.0302,21,3.9519,3.1027,55,0,3,8,3517,1
12573,57,Female,106113,Social Media,Conversion,2231.76,0.2807,0.0718,31,7.9972,13.3564,18,14,2,6,2835,1
12574,19,Male,122264,PPC,Retention,4527.67,0.0345,0.092,10,9.1684,7.7561,22,1,4,5,2795,1
12575,25,Male,86199,SEO,Awareness,9768.55,0.2499,0.0772,28,1.1141,3.0884,94,17,3,3,4411,1
12576,65,Male,67301,Email,Conversion,8217.08,0.1516,0.0414,41,3.3152,12.2682,82,12,0,6,1674,1
12577,44,Female,104752,PPC,Retention,8481.27,0.2344,0.0313,23,1.2285,9.9612,95,1,5,6,1185,1
12578,39,Female,67259,Social Media,Consideration,8621.62,0.0538,0.1733,18,8.7512,5.5289,76,7,4,7,4191,1
12579,54,Female,94801,SEO,Retention,6233.5,0.0484,0.079,4,2.7886,4.8605,45,4,6,8,2224,0
12580,44,Male,24574,PPC,Consideration,7464.95,0.2683,0.0515,45,7.9363,6.6037,17,14,7,9,4928,1
12581,46,Female,108291,Email,Retention,3653.71,0.2704,0.1025,40,1.2997,2.4751,60,12,2,0,1446,0
12582,20,Male,146902,Social Media,Consideration,9984.62,0.1451,0.017,37,4.5855,12.2341,70,16,3,2,3167,1
12583,61,Male,76776,Email,Conversion,2868.26,0.2623,0.1241,0,4.2276,4.5405,44,3,4,5,1987,1
12584,30,Female,116777,Email,Consideration,5941.07,0.2036,0.0572,29,3.964,12.4896,87,6,7,4,1942,1
12585,62,Male,108212,SEO,Conversion,2892.41,0.0637,0.1237,11,6.1316,11.1039,45,1,9,9,2300,1
12586,27,Female,107097,Social Media,Conversion,1209.5,0.1054,0.1267,45,4.5218,14.1566,16,8,6,8,3032,1
12587,53,Male,44737,Referral,Retention,5719.1,0.0495,0.1638,3,4.6291,1.9375,14,1,6,9,2211,1
12588,26,Female,43390,Email,Conversion,3598.15,0.2344,0.0537,14,2.7028,5.5631,72,16,4,1,2099,1
12589,44,Female,111612,Social Media,Awareness,5873.87,0.2957,0.0981,16,4.7306,9.5463,33,17,3,3,1147,1
12590,51,Female,72330,Email,Consideration,5630.92,0.1684,0.1928,11,7.6698,12.9494,98,5,0,4,3986,1
12591,68,Female,91082,PPC,Retention,5468.34,0.2002,0.1482,0,3.9078,2.7566,7,17,5,5,2510,1
12592,18,Female,73642,PPC,Conversion,1320.68,0.2264,0.1953,12,8.7138,12.9903,49,5,8,9,2207,1
12593,49,Male,41280,Social Media,Consideration,4457.79,0.075,0.1862,29,2.4952,1.4711,10,1,1,2,672,0
12594,42,Female,118489,SEO,Consideration,8138.84,0.1074,0.126,9,8.6197,7.3782,87,1,0,1,4923,1
12595,46,Female,41037,Referral,Awareness,3219.92,0.1296,0.0601,35,6.5419,1.7244,41,5,9,7,452,1
12596,24,Male,136668,PPC,Consideration,4493.93,0.1824,0.1538,5,4.814,2.6731,93,8,4,8,3822,1
12597,66,Female,139229,SEO,Retention,4988.93,0.2566,0.1426,8,1.3171,11.7363,84,3,3,1,1413,0
12598,20,Female,60576,Referral,Retention,8641.04,0.0837,0.1219,49,2.1391,0.7702,42,9,3,2,3041,1
12599,37,Female,48564,PPC,Conversion,6590.44,0.1466,0.1426,1,4.7283,8.5528,34,19,0,5,640,1
12600,37,Male,119133,Referral,Conversion,1092.01,0.2279,0.1266,5,8.9014,1.9254,58,1,0,4,2292,1
12601,47,Female,105439,Email,Retention,8665.19,0.0353,0.1087,10,9.6115,12.2633,11,12,0,7,1386,1
12602,52,Male,116342,Social Media,Consideration,8337.45,0.1587,0.089,25,9.3671,12.2184,72,3,7,4,1173,1
12603,52,Male,131864,PPC,Consideration,7561.1,0.0519,0.0185,27,3.4667,10.6905,11,10,0,8,2821,1
12604,66,Female,109928,PPC,Awareness,4713.97,0.1664,0.1745,12,3.3088,11.4611,27,9,4,0,4539,1
12605,56,Male,48087,Email,Conversion,7599.7,0.2327,0.1745,37,7.6556,9.0663,92,12,9,5,3324,1
12606,44,Female,129824,PPC,Consideration,4839.55,0.0787,0.1229,11,9.465,7.5396,45,6,5,6,438,1
12607,43,Male,129844,PPC,Consideration,7392.57,0.2563,0.0609,18,2.2001,6.4471,39,3,6,1,3777,1
12608,31,Male,107829,PPC,Conversion,8813.09,0.1071,0.0153,17,4.3983,10.0891,98,4,4,5,1069,1
12609,34,Male,96213,PPC,Retention,8916.36,0.0653,0.0103,18,8.5276,6.0506,28,6,8,0,433,1
12610,35,Female,32803,PPC,Consideration,4600.33,0.1449,0.0239,27,5.4279,0.5405,69,10,0,2,2585,1
12611,62,Female,132192,SEO,Awareness,8607.49,0.2641,0.0784,11,8.5813,1.9609,15,2,6,1,3832,1
12612,69,Male,66002,PPC,Consideration,1104.43,0.03,0.0458,31,2.0508,9.9513,45,12,5,6,1795,1
12613,46,Male,86761,Email,Consideration,1108.01,0.105,0.0604,12,7.9933,5.7914,91,2,8,8,2402,1
12614,37,Male,148574,PPC,Awareness,5527.84,0.1994,0.1429,22,4.5064,14.8485,64,4,5,2,4276,1
12615,44,Female,91310,Referral,Retention,6553.26,0.1137,0.1922,35,7.2375,5.6318,28,13,1,2,4124,1
12616,35,Male,98579,Referral,Awareness,1614.64,0.0305,0.0493,29,3.6384,2.0722,51,19,8,8,2006,1
12617,21,Female,36163,Email,Awareness,4774.58,0.1063,0.0985,21,7.2271,5.2615,39,4,3,8,1207,1
12618,18,Female,88380,SEO,Conversion,1034.19,0.2481,0.1984,37,7.3189,10.4593,5,16,8,7,102,1
12619,67,Female,92883,Email,Consideration,6060.78,0.2907,0.187,44,4.774,8.16,26,13,2,2,2756,1
12620,18,Female,71885,SEO,Retention,8565.43,0.0215,0.0769,41,9.7227,9.3493,36,15,2,9,3603,1
12621,43,Female,106340,Social Media,Consideration,7402.63,0.1751,0.0707,2,1.0044,2.1129,21,19,4,5,4034,1
12622,62,Male,56764,Referral,Retention,3845.09,0.0405,0.056,8,7.0679,12.4912,6,5,7,3,4090,1
12623,37,Female,112782,Referral,Awareness,9938.56,0.2073,0.0395,14,9.1785,13.5846,0,4,8,5,3493,1
12624,69,Female,82126,Referral,Conversion,6663.06,0.0123,0.0974,29,8.7174,2.6076,76,17,3,7,4451,1
12625,40,Male,127994,SEO,Awareness,8170.96,0.0143,0.0748,25,6.0825,9.579,47,17,7,4,1259,1
12626,27,Female,87224,Email,Consideration,6730.0,0.2353,0.1515,29,9.0618,3.8316,50,14,9,3,3727,1
12627,28,Male,67055,SEO,Conversion,9895.22,0.0316,0.055,4,1.9714,3.143,13,18,4,9,4482,1
12628,58,Male,71599,Referral,Conversion,8231.46,0.0985,0.1499,30,5.8913,3.4662,78,3,8,1,2111,1
12629,58,Male,102787,Referral,Consideration,5242.29,0.2878,0.0647,21,9.8318,8.0591,11,5,2,0,92,1
12630,22,Female,98040,Referral,Retention,3732.11,0.2957,0.1226,40,9.924,13.3456,48,8,7,0,1081,1
12631,18,Female,59720,Referral,Conversion,6853.33,0.0568,0.1313,14,7.1124,12.3698,40,8,4,8,925,1
12632,34,Female,113120,Social Media,Retention,5943.2,0.1727,0.1376,44,2.5089,2.5791,67,18,7,8,1577,1
12633,39,Male,64484,Referral,Retention,6330.57,0.1722,0.0433,34,2.0163,7.8938,84,16,9,9,2496,1
12634,51,Female,147976,SEO,Retention,3495.82,0.1412,0.0637,18,9.302,2.6878,1,19,0,1,1534,1
12635,62,Male,134067,Referral,Conversion,4344.41,0.2782,0.0568,33,8.9259,6.8517,84,13,8,0,199,1
12636,58,Female,58852,PPC,Awareness,5625.16,0.2287,0.1195,17,3.8386,8.6566,61,7,4,5,2811,1
12637,46,Male,33219,Social Media,Conversion,8408.91,0.2317,0.0244,13,9.3841,12.2679,56,8,2,4,2828,1
12638,21,Male,128508,Referral,Awareness,7652.8,0.0882,0.1085,21,2.1747,12.9889,13,1,1,1,1064,0
12639,22,Male,110351,PPC,Conversion,1274.69,0.136,0.0266,23,3.6504,0.9016,43,7,2,4,80,1
12640,28,Female,68865,SEO,Awareness,2530.99,0.1514,0.074,12,6.7971,10.4936,65,8,0,1,864,1
12641,68,Female,74457,Social Media,Awareness,363.91,0.0967,0.1405,7,2.536,6.4473,74,12,5,1,3183,0
12642,38,Female,110159,Referral,Conversion,178.81,0.0375,0.0884,41,9.9016,7.6768,36,9,6,6,212,1
12643,52,Female,56817,SEO,Retention,2321.32,0.0466,0.0633,1,3.0031,3.7167,77,12,9,7,4469,1
12644,29,Female,88993,PPC,Retention,8013.28,0.0624,0.127,41,3.2079,0.9969,46,4,6,8,2639,1
12645,43,Female,113391,Social Media,Awareness,9057.0,0.0691,0.1507,26,5.2714,12.6132,60,14,1,4,3870,1
12646,68,Female,72380,Referral,Consideration,3978.51,0.0803,0.0584,33,8.0065,3.8441,83,19,2,4,2667,1
12647,36,Male,70400,SEO,Consideration,5675.67,0.0841,0.0669,28,2.0844,13.2643,98,6,3,7,3417,1
12648,62,Male,135855,Social Media,Conversion,7089.92,0.1422,0.1317,25,7.007,1.5107,26,11,9,0,2664,1
12649,24,Female,56258,PPC,Conversion,9534.07,0.1578,0.1934,22,1.8943,6.4223,48,19,6,4,784,1
12650,64,Female,101006,Referral,Conversion,9138.03,0.0996,0.0506,35,1.8525,11.264,59,15,9,8,4639,1
12651,24,Male,68957,Social Media,Consideration,666.2,0.2731,0.1343,8,1.3726,4.2228,69,1,7,3,1432,0
12652,43,Female,131466,PPC,Retention,2556.84,0.1704,0.1823,20,5.9016,14.5275,70,9,8,3,1367,1
12653,57,Female,38281,PPC,Conversion,586.53,0.2384,0.0978,41,4.9237,9.7437,44,8,5,8,100,1
12654,22,Male,97264,SEO,Conversion,6203.77,0.278,0.0702,35,3.7662,3.6522,0,19,6,6,1701,1
12655,38,Female,71331,PPC,Retention,7133.88,0.0573,0.1367,2,5.744,12.0074,12,2,7,1,2744,1
12656,31,Female,65680,PPC,Awareness,3152.01,0.1341,0.016,6,5.5166,14.7762,37,10,6,1,1160,1
12657,21,Female,58723,Email,Conversion,8553.13,0.1356,0.0784,22,5.2649,4.1119,16,9,6,7,4803,1
12658,40,Male,30162,PPC,Consideration,4582.85,0.1128,0.059,31,2.5521,12.4263,99,12,8,3,4846,1
12659,59,Female,114808,Referral,Consideration,9983.98,0.0126,0.0527,22,9.0726,14.6703,37,1,9,9,1472,1
12660,37,Female,121024,Social Media,Conversion,103.96,0.2466,0.0442,15,6.5802,3.7006,0,15,5,4,4104,1
12661,32,Female,128877,Referral,Consideration,1183.95,0.0424,0.15,4,2.1456,3.9007,0,7,0,0,2881,0
12662,67,Female,71095,Referral,Retention,3087.75,0.2987,0.1915,12,3.2992,10.8981,82,19,2,3,1392,1
12663,69,Male,31338,SEO,Awareness,352.53,0.2342,0.0831,9,7.8813,14.2846,29,9,4,5,708,1
12664,62,Female,107832,Email,Awareness,7845.16,0.1782,0.0193,1,7.9877,10.5815,76,16,8,6,355,1
12665,46,Male,31675,Email,Conversion,622.44,0.0548,0.1466,15,7.5317,7.8169,6,17,0,5,4463,1
12666,25,Female,109606,Referral,Conversion,7514.9,0.1595,0.1123,0,8.1142,2.0258,19,19,1,1,1290,1
12667,58,Female,40080,Social Media,Awareness,620.43,0.0857,0.1475,5,6.3838,13.9034,43,9,2,6,2193,1
12668,65,Female,132675,Email,Awareness,2602.0,0.0832,0.1331,18,3.5989,1.502,72,1,3,3,4129,1
12669,36,Female,137513,Email,Conversion,8428.64,0.2506,0.182,32,4.219,3.5673,12,1,5,6,4783,1
12670,65,Female,33936,Referral,Consideration,9515.84,0.1204,0.0367,27,5.5867,7.0358,38,9,6,9,4357,1
12671,56,Male,30019,Email,Conversion,4203.81,0.1407,0.0421,4,3.2142,7.759,19,1,6,1,2170,1
12672,63,Female,126718,SEO,Retention,9702.4,0.2545,0.0749,11,8.6798,1.3001,88,13,1,2,3067,1
12673,45,Male,87282,Referral,Conversion,6306.12,0.0355,0.1034,29,7.7226,1.6933,4,18,2,4,4888,1
12674,63,Female,69681,Email,Conversion,4216.77,0.1824,0.1859,16,9.8201,2.3143,51,8,0,3,761,1
12675,44,Male,108304,Email,Conversion,8047.73,0.1777,0.1823,18,4.7373,1.0756,24,15,0,4,2008,1
12676,21,Female,93861,Email,Conversion,3023.75,0.1333,0.1757,39,8.8369,14.673,11,2,5,9,2413,1
12677,32,Female,130299,Referral,Conversion,2731.38,0.2506,0.0523,41,8.0121,3.9503,89,10,3,9,4768,1
12678,52,Female,24486,Social Media,Conversion,6599.82,0.2834,0.1486,24,8.4874,13.2531,55,11,9,3,4005,1
12679,54,Male,102021,PPC,Consideration,3965.82,0.1449,0.0829,34,7.1933,11.8729,85,6,3,2,3549,1
12680,18,Female,99864,Email,Conversion,1445.59,0.1423,0.1869,8,4.1413,10.7353,0,4,8,4,4446,1
12681,20,Female,138411,PPC,Awareness,762.95,0.1556,0.0508,31,3.1953,10.0398,71,19,7,2,3673,1
12682,64,Female,39112,PPC,Conversion,7899.64,0.2197,0.0368,38,3.4508,7.73,99,1,2,6,50,1
12683,41,Female,71697,Email,Consideration,6791.52,0.2037,0.1701,37,6.1029,8.6755,48,3,2,4,153,1
12684,44,Female,137246,Email,Retention,4176.8,0.0746,0.1462,14,8.9169,13.4145,66,16,7,4,561,1
12685,57,Female,75998,PPC,Awareness,8972.65,0.0285,0.1661,44,5.0417,11.7741,21,17,1,8,1054,1
12686,53,Male,129537,Social Media,Conversion,4167.48,0.2853,0.04,45,6.3896,3.847,84,1,9,4,3678,1
12687,51,Female,117816,PPC,Conversion,7131.93,0.0857,0.1781,36,7.6042,2.0113,84,8,4,4,674,1
12688,46,Female,46576,Social Media,Awareness,9100.24,0.1952,0.1387,25,8.6974,4.7592,30,17,5,0,4419,1
